dataset,novelty,add_width,instance,inference_time,encoding,answer,encoding_time
2004-PGM,old,,results/2004-pgm/blockmap_10_01-0015,2.37,d02,0.09090909090909094,8.06
2004-PGM,new,19,results/2004-pgm/blockmap_05_02-0001,0.59,cd06pp,0.388889,5.08
2004-PGM,old,,results/2004-pgm/mastermind_03_08_03-0010,0.01,sbk05,2.62275e-13,2.47
2004-PGM,old,,results/2004-pgm/mastermind_03_08_03-0010,1.55,cd05,2.622745304794188E-13,3.0
2004-PGM,new,46,results/2004-pgm/blockmap_10_01-0015,24.99,bklm16,0.090909,2.77
2004-PGM,old,,results/2004-pgm/mastermind_03_08_03-0010,1.48,d02,2.622745304794188E-13,2.13
2004-PGM,new,28,results/2004-pgm/mastermind_05_08_03-0000,3.04,bklm16,0.84512,0.29
2004-PGM,new,63,results/2004-pgm/blockmap_20_01-0014,241.93,d02pp,0.05,308.08
2004-PGM,old,,results/2004-pgm/mastermind_04_08_03-0013,1.72,cd06,6.548841469111724E-8,3.48
2004-PGM,new,30,results/2004-pgm/mastermind_05_08_03-0012,0.99,cd05pp,2.54422e-08,7.22
2004-PGM,old,,results/2004-pgm/blockmap_20_02-0000,0.05,bklm16,,112.09
2004-PGM,old,,results/2004-pgm/mastermind_03_08_04-0011,1.78,cd05,1.7904607947395005E-10,6.47
2004-PGM,new,96,results/2004-pgm/blockmap_22_02-0011,617.59,d02,0.00413223,265.55
2004-PGM,new,30,results/2004-pgm/mastermind_05_08_03-0000,1.53,cd05pp,0.84512,6.27
2004-PGM,new,47,results/2004-pgm/mastermind_10_08_03-0003,14.77,cd06pp,0,12.46
2004-PGM,new,20,results/2004-pgm/mastermind_03_08_03-0010,0.29,d02pp,0,2.77
2004-PGM,old,,results/2004-pgm/blockmap_22_02-0015,4.67,cd05,,1110.32
2004-PGM,old,,results/2004-pgm/blockmap_20_02-0000,7.38,cd06,0.49000000000000005,82.73
2004-PGM,old,,results/2004-pgm/mastermind_06_08_03-0013,2.37,cd05,1.3030669276002296E-6,11.97
2004-PGM,new,48,results/2004-pgm/blockmap_10_03-0015,7.26,cd05pp,0.00347222,56.04
2004-PGM,new,64,results/2004-pgm/blockmap_20_01-0010,167.07,d02pp,0.05,309.92
2004-PGM,new,39,results/2004-pgm/mastermind_03_08_05-0006,3.07,d02,0,8.38
2004-PGM,old,,results/2004-pgm/blockmap_05_03-0013,1.5,cd05,0.05247813411078718,3.68
2004-PGM,new,97,results/2004-pgm/blockmap_22_02-0010,1147.55,bklm16,,215.86
2004-PGM,new,47,results/2004-pgm/blockmap_10_02-0015,24.78,bklm16,0.0138889,2.98
2004-PGM,new,28,results/2004-pgm/mastermind_05_08_03-0009,0.9,sbk05,1.05203e-08,4.56
2004-PGM,old,,results/2004-pgm/blockmap_20_03-0000,1024.97,sbk05,,141.11
2004-PGM,old,,results/2004-pgm/mastermind_03_08_03-0001,1.3,cd05,5.371382384218495E-10,2.54
2004-PGM,new,102,results/2004-pgm/blockmap_22_03-0007,1165.1,bklm16,,267.49
2004-PGM,new,26,results/2004-pgm/mastermind_04_08_03-0013,0.66,d02,6.54884e-08,3.79
2004-PGM,new,82,results/2004-pgm/blockmap_20_02-0008,338.0,d02,0.0025,140.32999999999998
2004-PGM,new,35,results/2004-pgm/mastermind_06_08_03-0008,0.77,d02pp,0,4.73
2004-PGM,new,25,results/2004-pgm/mastermind_04_08_03-0013,1.7,bklm16,6.54884e-08,0.18
2004-PGM,old,,results/2004-pgm/blockmap_22_01-0012,1006.54,sbk05,,242.99
2004-PGM,old,,results/2004-pgm/blockmap_15_02-0009,4.91,d02,0.003906249999999999,14.63
2004-PGM,new,30,results/2004-pgm/mastermind_05_08_03-0012,0.9,cd06pp,2.54422e-08,5.76
2004-PGM,new,60,results/2004-pgm/blockmap_15_03-0005,65.87,sbk05,0.148382,41.5
2004-PGM,new,26,results/2004-pgm/mastermind_04_08_03-0012,1.0,sbk05,9.27929e-07,3.12
2004-PGM,new,60,results/2004-pgm/blockmap_15_03-0005,102.06,cd06pp,0.148382,312.14
2004-PGM,old,,results/2004-pgm/blockmap_20_03-0015,5.19,cd06,0.0019436345966958206,79.85
2004-PGM,old,,results/2004-pgm/blockmap_15_02-0009,0.06,bklm16,,20.92
2004-PGM,old,,results/2004-pgm/blockmap_22_02-0011,0.08,bklm16,,220.76
2004-PGM,old,,results/2004-pgm/blockmap_22_02-0010,6.65,cd05,0.002066115702479339,51.55
2004-PGM,old,,results/2004-pgm/blockmap_15_01-0015,3.64,cd05,0.0666666666666667,22.29
2004-PGM,new,48,results/2004-pgm/blockmap_10_03-0001,6.98,cd05pp,0.296296,55.85
2004-PGM,new,86,results/2004-pgm/blockmap_20_03-0015,417.42,d02,0.00194363,153.82999999999998
2004-PGM,new,30,results/2004-pgm/mastermind_03_08_04-0011,1.01,cd05pp,1.79046e-10,7.9
2004-PGM,old,,results/2004-pgm/blockmap_22_02-0015,6.97,cd06,0.004132231404958679,103.34
2004-PGM,new,220,results/2004-pgm/blockmap_22_03-0007,1338.61,cd06pp,,1270.18
2004-PGM,new,58,results/2004-pgm/blockmap_15_02-0009,56.74,d02,0.00390625,33.03
2004-PGM,old,,results/2004-pgm/mastermind_03_08_03-0001,0.02,sbk05,5.37138e-10,2.13
2004-PGM,new,31,results/2004-pgm/mastermind_03_08_04-0011,1.15,d02pp,4.47615e-11,5.35
2004-PGM,old,,results/2004-pgm/blockmap_20_02-0012,0.05,bklm16,,102.15
2004-PGM,old,,results/2004-pgm/blockmap_10_01-0015,3.07,cd06,0.09090909090909094,9.98
2004-PGM,new,48,results/2004-pgm/blockmap_10_03-0015,10.57,d02,0.00347222,15.94
2004-PGM,new,63,results/2004-pgm/blockmap_20_01-0002,224.91,d02pp,0.8,323.21
2004-PGM,old,,results/2004-pgm/blockmap_20_01-0010,6.02,d02,0.05000000000000003,25.34
2004-PGM,new,40,results/2004-pgm/mastermind_03_08_05-0006,9.06,bklm16,0,1.18
2004-PGM,old,,results/2004-pgm/blockmap_22_03-0014,0.07,bklm16,,249.66
2004-PGM,new,31,results/2004-pgm/blockmap_10_01-0015,4.74,cd06pp,0.0909091,37.01
2004-PGM,new,48,results/2004-pgm/blockmap_10_02-0015,7.52,d02,0.0138889,8.5
2004-PGM,old,,results/2004-pgm/blockmap_10_03-0015,0.07,bklm16,,3.78
2004-PGM,new,19,results/2004-pgm/blockmap_05_02-0015,0.17,cd06pp,0.138889,3.29
2004-PGM,old,,results/2004-pgm/blockmap_20_02-0004,1001.28,sbk05,,142.16
2004-PGM,old,,results/2004-pgm/mastermind_10_08_03-0014,3.88,cd05,9.369963581745091E-7,39.14
2004-PGM,old,,results/2004-pgm/blockmap_22_02-0001,7.8,d02,0.46487603305785163,1012.56
2004-PGM,new,58,results/2004-pgm/blockmap_15_02-0006,48.34,sbk05,0.00390625,29.28
2004-PGM,old,,results/2004-pgm/blockmap_10_01-0006,2.16,cd05,0.09090909090909091,4.99
2004-PGM,new,33,results/2004-pgm/mastermind_06_08_03-0013,2.03,d02pp,1.30307e-06,5.64
2004-PGM,old,,results/2004-pgm/blockmap_05_03-0003,0.06,bklm16,0.3644312,13.18
2004-PGM,new,19,results/2004-pgm/blockmap_05_02-0015,0.2,cd05pp,0.138889,2.71
2004-PGM,new,34,results/2004-pgm/mastermind_06_08_03-0013,3.83,sbk05,1.30307e-06,3.6
2004-PGM,old,,results/2004-pgm/blockmap_20_03-0009,0.16,sbk05,0.00010798,136.04
2004-PGM,new,58,results/2004-pgm/blockmap_15_01-0015,178.4,bklm16,0.0666667,19.14
2004-PGM,old,,results/2004-pgm/mastermind_05_08_03-0012,0.9,sbk05,2.54422e-08,4.46
2004-PGM,old,,results/2004-pgm/mastermind_05_08_03-0002,1.77,cd06,5.629499534213128E-13,3.63
2004-PGM,new,60,results/2004-pgm/blockmap_15_03-0005,45.01,cd05pp,0.148382,366.22
2004-PGM,old,,results/2004-pgm/mastermind_05_08_03-0002,0.36,bklm16,5.629495e-13,26.98
2004-PGM,old,,results/2004-pgm/blockmap_22_02-0001,7.7,cd06,0.46487603305785163,117.94
2004-PGM,old,,results/2004-pgm/mastermind_04_08_04-0006,0.06,sbk05,2.11758e-22,6.58
2004-PGM,new,85,results/2004-pgm/blockmap_20_03-0009,177.01,d02pp,0.00010798,421.98
2004-PGM,new,60,results/2004-pgm/blockmap_15_02-0002,177.62,bklm16,0.5625,19.78
2004-PGM,new,218,results/2004-pgm/blockmap_22_03-0014,1419.49,cd06pp,,1292.02
2004-PGM,old,,results/2004-pgm/blockmap_20_02-0007,6.4,cd06,0.002500000000000001,40.79
2004-PGM,new,214,results/2004-pgm/blockmap_22_02-0010,1325.48,cd06pp,,1326.28
2004-PGM,old,,results/2004-pgm/mastermind_10_08_03-0014,11.49,sbk05,9.36996e-07,4.42
2004-PGM,old,,results/2004-pgm/blockmap_22_03-0007,7.41,cd05,8.218952905399858E-5,55.85
2004-PGM,new,82,results/2004-pgm/blockmap_20_02-0008,342.12,sbk05,0.0025,138.48
2004-PGM,new,164,results/2004-pgm/blockmap_20_02-0012,1164.56,cd05pp,,1133.68
2004-PGM,new,86,results/2004-pgm/blockmap_20_03-0000,412.04,sbk05,0.296296,137.07999999999998
2004-PGM,new,98,results/2004-pgm/blockmap_22_03-0007,554.06,d02,8.21895e-05,260.99
2004-PGM,old,,results/2004-pgm/blockmap_10_02-0002,3.62,cd06,0.0069444444444444415,6.28
2004-PGM,new,19,results/2004-pgm/blockmap_05_03-0013,0.41,sbk05,0.0524781,2.56
2004-PGM,old,,results/2004-pgm/blockmap_10_02-0015,3.05,cd06,0.013888888888888893,12.48
2004-PGM,old,,results/2004-pgm/mastermind_04_08_04-0006,2.53,d02,2.117582368135754E-22,5.86
2004-PGM,old,,results/2004-pgm/mastermind_10_08_03-0003,0.77,sbk05,2.8243e-16,5.27
2004-PGM,new,88,results/2004-pgm/blockmap_20_03-0009,1106.04,bklm16,,126.34
2004-PGM,old,,results/2004-pgm/blockmap_15_02-0002,1006.71,sbk05,,35.73
2004-PGM,old,,results/2004-pgm/mastermind_05_08_03-0002,0.18,sbk05,5.6295e-13,2.89
2004-PGM,old,,results/2004-pgm/blockmap_10_02-0015,3.04,cd05,0.013888888888888892,19.81
2004-PGM,old,,results/2004-pgm/mastermind_05_08_03-0012,2.18,cd06,2.5442153863588156E-8,6.0
2004-PGM,old,,results/2004-pgm/blockmap_22_02-0015,1002.54,sbk05,,238.93
2004-PGM,old,,results/2004-pgm/blockmap_10_01-0008,0.03,sbk05,0.0909091,10.31
2004-PGM,old,,results/2004-pgm/blockmap_20_02-0008,0.11,bklm16,,110.65
2004-PGM,old,,results/2004-pgm/blockmap_20_01-0006,0.13,bklm16,,105.75999999999999
2004-PGM,new,218,results/2004-pgm/blockmap_22_02-0001,1319.97,cd06pp,,1237.17
2004-PGM,new,48,results/2004-pgm/blockmap_10_03-0008,5.6,cd05pp,0.00173611,47.74
2004-PGM,new,47,results/2004-pgm/blockmap_10_02-0015,7.49,sbk05,0.0138889,8.29
2004-PGM,new,49,results/2004-pgm/mastermind_10_08_03-0003,193.29,cd05pp,0,14.21
2004-PGM,new,21,results/2004-pgm/blockmap_05_01-0011,0.19,d02,0.2,2.4
2004-PGM,old,,results/2004-pgm/mastermind_03_08_05-0005,2.11,cd06,7.098612125080126E-16,5.22
2004-PGM,old,,results/2004-pgm/blockmap_22_01-0004,7.67,cd06,0.7727272727272725,114.83
2004-PGM,old,,results/2004-pgm/blockmap_10_03-0008,2.65,cd06,0.0017361111111111125,6.53
2004-PGM,new,74,results/2004-pgm/blockmap_22_01-0015,615.0,d02pp,0.0454545,568.35
2004-PGM,new,83,results/2004-pgm/blockmap_20_02-0004,186.49,d02pp,0.49,341.5
2004-PGM,old,,results/2004-pgm/blockmap_20_03-0015,6.44,cd05,,1075.79
2004-PGM,new,48,results/2004-pgm/blockmap_10_03-0008,25.44,bklm16,0.00173611,3.53
2004-PGM,old,,results/2004-pgm/mastermind_04_08_04-0006,0.19,bklm16,2.117572e-22,90.16
2004-PGM,old,,results/2004-pgm/blockmap_22_03-0007,6.86,cd06,8.218952905399858E-5,56.45
2004-PGM,new,26,results/2004-pgm/mastermind_04_08_03-0012,0.82,d02,9.27929e-07,3.04
2004-PGM,new,21,results/2004-pgm/blockmap_05_02-0015,0.61,bklm16,0.138889,0.12
2004-PGM,new,48,results/2004-pgm/blockmap_10_03-0015,10.07,sbk05,0.00347222,10.21
2004-PGM,old,,results/2004-pgm/mastermind_03_08_05-0007,1.94,cd06,3.3848820329094567E-22,5.08
2004-PGM,new,86,results/2004-pgm/blockmap_20_03-0009,342.55,d02,0.00010798,147.89
2004-PGM,old,,results/2004-pgm/blockmap_10_03-0014,3.71,cd06,0.013888888888888895,11.51
2004-PGM,old,,results/2004-pgm/blockmap_20_03-0009,4.9,cd06,1.0797969981643453E-4,40.91
2004-PGM,new,85,results/2004-pgm/blockmap_20_03-0015,366.42,sbk05,0.00194363,149.82
2004-PGM,old,,results/2004-pgm/blockmap_20_02-0007,6.24,cd05,0.002500000000000001,31.44
2004-PGM,new,32,results/2004-pgm/blockmap_10_01-0008,3.59,cd06pp,0.0909091,30.43
2004-PGM,old,,results/2004-pgm/blockmap_05_01-0011,1.01,d02,0.20000000000000004,1.81
2004-PGM,old,,results/2004-pgm/mastermind_03_08_05-0005,0.14,sbk05,7.09861e-16,7.19
2005-IJCAI,new,10,results/2005-ijcai/tcc4f.obfuscated-0002,0.62,bklm16,0,0.11
2005-IJCAI,new,37,results/2005-ijcai/munin3-0003,1010.45,d02pp,,9.19
2005-IJCAI,new,37,results/2005-ijcai/water-0013,1003.17,d02pp,,2.82
2005-IJCAI,old,,results/2005-ijcai/munin2-0014,1.18,cd06,,1.18
2005-IJCAI,old,,results/2005-ijcai/students_03_02-0003,0.01,sbk05,0.032,1.94
2005-IJCAI,old,,results/2005-ijcai/hailfinder-0012,15.72,d02,1.916937045431711E-8,263.64
2005-IJCAI,new,24,results/2005-ijcai/hailfinder-0013,3.25,sbk05,5.35508e-07,1.41
2005-IJCAI,old,,results/2005-ijcai/pigs-0007,0.21,bklm16,1.898203e-71,6.95
2005-IJCAI,old,,results/2005-ijcai/munin1-0006,1.15,cd05,1.4287716778170854E144,2.78
2005-IJCAI,old,,results/2005-ijcai/hailfinder-0014,15.56,sbk05,7.56229e-09,1.14
2005-IJCAI,old,,results/2005-ijcai/water-0013,2.17,cd05,8.273205577497343E10,3.05
2005-IJCAI,new,19,results/2005-ijcai/blockmap_05_03-0000,0.86,bklm16,0.364431,0.13
2005-IJCAI,old,,results/2005-ijcai/blockmap_05_03-0000,1.69,d02,0.36443148688046667,1.87
2005-IJCAI,new,79,results/2005-ijcai/pathfinder-0013,1001.79,cd06pp,,9.55
2005-IJCAI,new,10,results/2005-ijcai/tcc4f.obfuscated-0000,0.46,bklm16,0.00880004,0.08
2005-IJCAI,new,79,results/2005-ijcai/pathfinder-0009,1010.06,d02pp,,5.83
2005-IJCAI,old,,results/2005-ijcai/pathfinder-0011,1.08,cd05,4.495325262704076E-9,3.02
2005-IJCAI,old,,results/2005-ijcai/munin4-0009,2.71,cd05,Inf,5.08
2005-IJCAI,new,79,results/2005-ijcai/pathfinder-0002,1008.01,d02pp,,5.4
2005-IJCAI,new,37,results/2005-ijcai/munin3-0002,1004.16,d02pp,,9.42
2005-IJCAI,new,33,results/2005-ijcai/pigs-0007,0.51,d02pp,0,2.04
2005-IJCAI,new,21,results/2005-ijcai/students_03_02-0015,0.13,d02pp,0.401591,1.63
2005-IJCAI,old,,results/2005-ijcai/pigs-0008,0.06,sbk05,1.33141e-67,1.41
2005-IJCAI,old,,results/2005-ijcai/tcc4f.obfuscated-0002,0.75,d02,4.415207961149032E-38,1.0
2005-IJCAI,new,21,results/2005-ijcai/mastermind_03_08_03-0010,0.47,sbk05,0,2.41
2005-IJCAI,old,,results/2005-ijcai/blockmap_05_03-0013,0.3,sbk05,0.0524781,2.4
2005-IJCAI,new,22,results/2005-ijcai/water-0003,4.29,bklm16,1e+12,0.21
2005-IJCAI,old,,results/2005-ijcai/munin3-0010,1.32,cd05,Inf,3.87
2005-IJCAI,old,,results/2005-ijcai/munin1-0012,9.64,d02,4.631782770509006E136,1008.14
2005-IJCAI,new,37,results/2005-ijcai/munin3-0003,1024.17,d02,,3.79
2005-IJCAI,new,22,results/2005-ijcai/blockmap_05_03-0005,0.37,d02,0.364431,3.59
2005-IJCAI,new,42,results/2005-ijcai/munin4-0001,1055.25,d02,,9.45
2005-IJCAI,new,38,results/2005-ijcai/munin2-0011,1009.46,sbk05,,3.38
2005-IJCAI,new,38,results/2005-ijcai/munin2-0011,1033.72,d02,,4.1
2005-IJCAI,new,21,results/2005-ijcai/students_03_02-0005,0.08,d02pp,0.032,1.32
2005-IJCAI,new,30,results/2005-ijcai/hailfinder-0014,1.95,cd06pp,7.48492e-09,1.37
2005-IJCAI,new,10,results/2005-ijcai/tcc4f.obfuscated-0012,0.32,cd05pp,0.000532224,2.22
2005-IJCAI,new,55,results/2005-ijcai/munin1-0012,1006.82,cd05pp,,3.33
2005-IJCAI,new,20,results/2005-ijcai/mastermind_03_08_03-0011,0.31,cd06pp,4.80902e-06,4.59
2005-IJCAI,new,21,results/2005-ijcai/mastermind_03_08_03-0010,0.49,d02,0,2.62
2005-IJCAI,new,55,results/2005-ijcai/munin1-0006,1002.7,d02pp,,3.75
2005-IJCAI,new,10,results/2005-ijcai/tcc4f.obfuscated-0002,0.21,cd05pp,0,2.1
2005-IJCAI,old,,results/2005-ijcai/pigs-0002,0.02,sbk05,2.21086e-75,1.32
2005-IJCAI,old,,results/2005-ijcai/munin4-0006,0.06,bklm16,,0.81
2005-IJCAI,old,,results/2005-ijcai/students_03_02-0005,0.97,d02,0.032,1.69
2005-IJCAI,old,,results/2005-ijcai/munin4-0015,1.93,cd05,,2.65
2005-IJCAI,new,79,results/2005-ijcai/pathfinder-0011,1041.14,d02,,2.89
2005-IJCAI,new,224,results/2005-ijcai/mildew-0004,1111.72,sbk05,,6.78
2005-IJCAI,new,21,results/2005-ijcai/mastermind_03_08_03-0001,0.48,d02,5.37138e-10,2.56
2005-IJCAI,old,,results/2005-ijcai/munin3-0003,3.15,d02,Inf,64.18
2005-IJCAI,old,,results/2005-ijcai/mastermind_03_08_03-0015,0.21,bklm16,9.789329e-08,16.92
2005-IJCAI,new,24,results/2005-ijcai/hailfinder-0012,1.67,sbk05,1.90742e-08,1.72
2005-IJCAI,old,,results/2005-ijcai/pathfinder-0013,0.2,sbk05,8.52027e-07,2.33
2005-IJCAI,new,38,results/2005-ijcai/munin2-0005,1019.29,d02,,6.2
2005-IJCAI,new,55,results/2005-ijcai/munin1-0007,1008.56,d02,,1.66
2005-IJCAI,new,15,results/2005-ijcai/pathfinder-0009,14.44,bklm16,0.000980747,0.51
2005-IJCAI,old,,results/2005-ijcai/alarm-0015,1.72,sbk05,0.0691846,0.67
2005-IJCAI,new,59,results/2005-ijcai/diabetes-0015,1028.26,d02pp,,52.98
2005-IJCAI,new,24,results/2005-ijcai/munin4-0007,81.34,bklm16,inf,0.64
2005-IJCAI,old,,results/2005-ijcai/mastermind_03_08_03-0010,0.11,bklm16,2.622731e-13,20.44
2005-IJCAI,new,19,results/2005-ijcai/blockmap_05_03-0003,0.31,cd05pp,0.364431,2.76
2005-IJCAI,old,,results/2005-ijcai/munin3-0007,3.04,cd05,Inf,6.2
2005-IJCAI,new,55,results/2005-ijcai/munin1-0015,1013.21,d02pp,,3.64
2005-IJCAI,new,20,results/2005-ijcai/mastermind_03_08_03-0001,0.39,d02pp,5.37138e-10,2.99
2005-IJCAI,new,79,results/2005-ijcai/pathfinder-0009,1016.66,sbk05,,2.46
2005-IJCAI,old,,results/2005-ijcai/students_03_02-0013,0.21,bklm16,0.4015913,4.37
2005-IJCAI,old,,results/2005-ijcai/pigs-0005,0.66,bklm16,1.41495e-73,6.98
2005-IJCAI,new,24,results/2005-ijcai/hailfinder-0008,31.54,d02,0.0185981,1.55
2005-IJCAI,new,79,results/2005-ijcai/pathfinder-0007,1007.14,d02pp,,5.19
2005-IJCAI,new,19,results/2005-ijcai/munin3-0002,75.01,bklm16,inf,0.59
2005-IJCAI,new,55,results/2005-ijcai/munin1-0012,1004.43,d02pp,,4.53
2005-IJCAI,old,,results/2005-ijcai/water-0008,1.82,bklm16,740934800000.0,212.87
2005-IJCAI,new,42,results/2005-ijcai/munin4-0007,1044.51,d02,,4.26
2005-IJCAI,old,,results/2005-ijcai/diabetes-0006,96.88,sbk05,1.28783e-61,4.96
2005-IJCAI,new,19,results/2005-ijcai/blockmap_05_03-0005,1.1,bklm16,0.364431,0.35
2005-IJCAI,new,79,results/2005-ijcai/pathfinder-0011,1006.55,cd05pp,,54.25
2005-IJCAI,old,,results/2005-ijcai/munin4-0009,0.41,sbk05,7.74035e-39,5.58
2005-IJCAI,new,18,results/2005-ijcai/students_03_02-0005,0.07,cd06pp,0.032,1.49
2005-IJCAI,new,9,results/2005-ijcai/alarm-0007,0.11,bklm16,0.355675,0.17
2005-IJCAI,new,79,results/2005-ijcai/pathfinder-0011,1046.18,sbk05,,2.03
2005-IJCAI,old,,results/2005-ijcai/blockmap_05_03-0012,1.04,d02,0.052478134110787195,1.93
2005-IJCAI,new,33,results/2005-ijcai/pigs-0008,0.59,cd05pp,0,3.02
2005-IJCAI,old,,results/2005-ijcai/diabetes-0008,7.78,cd06,2.5372433399405475E142,584.27
2005-IJCAI,old,,results/2005-ijcai/alarm-0001,0.58,cd05,2.6976965526719993E-4,1.01
2005-IJCAI,old,,results/2005-ijcai/diabetes-0008,1001.67,sbk05,,5.55
2005-IJCAI,old,,results/2005-ijcai/munin3-0013,1001.39,sbk05,,5.46
2005-IJCAI,old,,results/2005-ijcai/students_03_02-0003,0.86,cd05,0.03199999999999999,1.7
2005-IJCAI,new,37,results/2005-ijcai/water-0003,17.73,d02pp,1e+12,1.74
2005-IJCAI,new,30,results/2005-ijcai/munin1-0006,4.82,bklm16,1.42877e+144,0.24
2005-IJCAI,old,,results/2005-ijcai/munin1-0006,0.13,bklm16,,1000.94
2005-IJCAI,new,79,results/2005-ijcai/pathfinder-0013,1013.66,sbk05,,2.67
2005-IJCAI,old,,results/2005-ijcai/alarm-0008,1.1,cd06,0.029509493576401397,1.08
2005-IJCAI,old,,results/2005-ijcai/diabetes-0015,11.12,cd06,1.0719011394208403E150,870.4
2005-IJCAI,old,,results/2005-ijcai/hailfinder-0014,1.0,cd05,7.562288819096225E-9,1.57
2005-IJCAI,new,18,results/2005-ijcai/students_03_02-0013,0.12,cd06pp,0.401591,3.04
2005-IJCAI,new,42,results/2005-ijcai/munin4-0000,1064.54,d02,,8.2
2005-IJCAI,new,21,results/2005-ijcai/mildew-0004,239.59,bklm16,2.52141e-06,227.62
2005-IJCAI,old,,results/2005-ijcai/pathfinder-0006,1.07,cd05,3.8403662906487446E-7,2.34
2005-IJCAI,old,,results/2005-ijcai/diabetes-0006,1.5,cd06,,1.36
2005-IJCAI,new,12,results/2005-ijcai/alarm-0001,0.09,cd06pp,0.0002668,1.64
2005-IJCAI,new,79,results/2005-ijcai/pathfinder-0013,1069.97,d02,,2.62
2005-IJCAI,old,,results/2005-ijcai/pathfinder-0006,1.38,cd06,3.840366290648744E-7,2.23
2005-IJCAI,new,22,results/2005-ijcai/water-0002,4.45,bklm16,1e+12,0.22
2005-IJCAI,new,19,results/2005-ijcai/mastermind_03_08_03-0013,0.3,cd06pp,2.64312e-06,3.57
2005-IJCAI,new,30,results/2005-ijcai/munin1-0001,5.49,bklm16,2.76743e+140,0.46
2005-IJCAI,old,,results/2005-ijcai/alarm-0001,1.11,cd06,2.697696552672E-4,1.8
2005-IJCAI,old,,results/2005-ijcai/munin4-0000,3.83,cd06,Inf,85.38
2005-IJCAI,old,,results/2005-ijcai/alarm-0000,1.08,cd05,0.4372963413136868,1.59
2005-IJCAI,old,,results/2005-ijcai/mildew-0008,1.48,d02,,1.07
2005-IJCAI,new,21,results/2005-ijcai/mastermind_03_08_03-0013,0.82,d02,2.64312e-06,2.72
2005-IJCAI,old,,results/2005-ijcai/hailfinder-0008,0.05,bklm16,,1001.49
2005-IJCAI,old,,results/2005-ijcai/munin1-0015,1003.11,sbk05,,2.04
2005-IJCAI,old,,results/2005-ijcai/munin1-0007,0.11,bklm16,,1006.17
2005-IJCAI,new,59,results/2005-ijcai/diabetes-0008,1029.81,cd05pp,,314.65
2005-IJCAI,new,22,results/2005-ijcai/water-0008,5.24,bklm16,7.40933e+11,0.18
2005-IJCAI,new,79,results/2005-ijcai/pathfinder-0006,1039.94,d02,,2.94
2005-IJCAI,new,42,results/2005-ijcai/munin4-0006,1039.49,d02,,7.65
2005-IJCAI,old,,results/2005-ijcai/students_03_02-0012,1.45,d02,0.4015913795918368,1.71
2005-IJCAI,new,19,results/2005-ijcai/blockmap_05_03-0003,0.36,cd06pp,0.364431,3.23
2005-IJCAI,new,58,results/2005-ijcai/munin1-0012,1003.72,cd06pp,,2.79
2005-IJCAI,old,,results/2005-ijcai/tcc4f.obfuscated-0004,1.22,cd05,1.9639686699062746E-43,1.54
2005-IJCAI,old,,results/2005-ijcai/munin3-0010,0.13,bklm16,,1.36
2005-IJCAI,old,,results/2005-ijcai/munin3-0013,4.0,cd06,Inf,164.7
2005-IJCAI,old,,results/2005-ijcai/munin1-0015,10.19,d02,6.737732495462666E134,1005.83
2005-IJCAI,old,,results/2005-ijcai/munin3-0002,1.96,cd06,Inf,6.19
2005-IJCAI,new,79,results/2005-ijcai/pathfinder-0002,1003.37,cd06pp,,10.21
2005-IJCAI,old,,results/2005-ijcai/pigs-0002,1.0,cd05,2.2108591501041778E-75,1.5
2005-IJCAI,new,10,results/2005-ijcai/tcc4f.obfuscated-0004,0.82,sbk05,0,1.4
2005-IJCAI,new,224,results/2005-ijcai/mildew-0008,1015.01,cd05pp,,30.27
2005-IJCAI,old,,results/2005-ijcai/tcc4f.obfuscated-0000,0.04,bklm16,,1001.28
2005-IJCAI,new,33,results/2005-ijcai/pigs-0002,0.47,cd05pp,0,2.22
2005-IJCAI,new,30,results/2005-ijcai/hailfinder-0013,1.79,cd06pp,5.3026e-07,1.7
2005-IJCAI,new,42,results/2005-ijcai/munin3-0003,1003.4,cd06pp,,10.5
2005-IJCAI,new,12,results/2005-ijcai/alarm-0000,0.25,sbk05,0.437384,1.13
2005-IJCAI,old,,results/2005-ijcai/munin3-0002,18.52,sbk05,2.42853e-11,3.2
2005-IJCAI,new,37,results/2005-ijcai/munin3-0007,1012.48,d02pp,,12.06
2005-IJCAI,old,,results/2005-ijcai/pathfinder-0007,0.52,sbk05,0.00124608,2.19
2005-IJCAI,old,,results/2005-ijcai/alarm-0015,0.9,d02,0.06918285515882659,1.89
2005-IJCAI,old,,results/2005-ijcai/hailfinder-0006,1.76,d02,4.210457070234164E-6,5.36
2005-IJCAI,new,10,results/2005-ijcai/tcc4f.obfuscated-0005,0.71,sbk05,0,0.96
2005-IJCAI,old,,results/2005-ijcai/pigs-0007,0.03,sbk05,1.8982e-71,2.04
2005-IJCAI,new,42,results/2005-ijcai/munin4-0010,1004.97,d02pp,,13.07
2005-IJCAI,old,,results/2005-ijcai/munin1-0007,0.91,cd06,,1.21
2005-IJCAI,new,37,results/2005-ijcai/water-0013,32.62,cd05pp,8.27321e+10,2.13
2005-IJCAI,old,,results/2005-ijcai/mildew-0008,4.78,sbk05,7.60677e-09,4.57
2005-IJCAI,old,,results/2005-ijcai/water-0002,1.36,cd05,9.999999999999998E11,1.81
2005-IJCAI,new,55,results/2005-ijcai/munin1-0010,1009.03,d02pp,,3.72
