encoding_time,inference_time,novelty,dataset,answer,instance,encoding
31.69,274.75,old,Grid-50,,results/Grid/Ratio_50/50-16-10.dne,bklm16
0.11,1002.35,new,Grid-50,,results/Grid/Ratio_50/50-19-4.dne,bklm16
52.8,12.39,old,Grid-50,0.16642872994569696,results/Grid/Ratio_50/50-17-9.dne,cd05
1.99,1253.04,new,Grid-50,,results/Grid/Ratio_50/50-14-7.dne,cd06
23.78,280.56,old,Grid-50,,results/Grid/Ratio_50/50-18-9.dne,bklm16
0.17,155.82999999999998,new,Grid-50,0.587865,results/Grid/Ratio_50/50-20-1.dne,cw
0.09,17.86,new,Grid-50,0.518845,results/Grid/Ratio_50/50-10-5.dne,bklm16
0.13,32.39,new,Grid-50,0.452644,results/Grid/Ratio_50/50-17-7.dne,cw
4.11,1.65,old,Grid-50,0.24879898335697637,results/Grid/Ratio_50/50-12-8.dne,d02
1.93,2.48,old,Grid-50,0.5301576,results/Grid/Ratio_50/50-10-1.dne,bklm16
18.76,290.94,old,Grid-50,,results/Grid/Ratio_50/50-16-9.dne,bklm16
2.39,1005.93,new,Grid-50,,results/Grid/Ratio_50/50-20-8.dne,cd05
0.34,146.29,new,Grid-50,0.562214,results/Grid/Ratio_50/50-19-2.dne,cw
1.92,1005.69,new,Grid-50,,results/Grid/Ratio_50/50-20-8.dne,d02
1.09,1005.01,new,Grid-50,,results/Grid/Ratio_50/50-10-8.dne,cd06
0.1,1012.25,new,Grid-50,,results/Grid/Ratio_50/50-16-3.dne,bklm16
0.12,1002.07,new,Grid-50,,results/Grid/Ratio_50/50-19-6.dne,bklm16
0.13,7.06,new,Grid-50,0.305895,results/Grid/Ratio_50/50-16-8.dne,cw
498.41,45.33,old,Grid-50,0.5622142098062359,results/Grid/Ratio_50/50-19-2.dne,cd05
1.44,1006.15,new,Grid-50,,results/Grid/Ratio_50/50-16-4.dne,d02
1.99,1003.2,new,Grid-50,,results/Grid/Ratio_50/50-18-10.dne,d02
1.78,1239.69,old,Grid-50,,results/Grid/Ratio_50/50-12-7.dne,sbk05
1.68,0.69,new,Grid-50,0.530158,results/Grid/Ratio_50/50-10-1.dne,sbk05
1.92,1288.81,new,Grid-50,,results/Grid/Ratio_50/50-14-4.dne,cd06
1.98,1006.27,new,Grid-50,,results/Grid/Ratio_50/50-18-4.dne,cd06
0.16,22.51,new,Grid-50,0.254553,results/Grid/Ratio_50/50-18-9.dne,cw
1.29,0.88,new,Grid-50,0.611607,results/Grid/Ratio_50/50-10-4.dne,d02
0.09,1004.56,new,Grid-50,,results/Grid/Ratio_50/50-15-6.dne,bklm16
2.32,1297.89,new,Grid-50,,results/Grid/Ratio_50/50-19-2.dne,d02
1.9,1004.44,new,Grid-50,,results/Grid/Ratio_50/50-19-6.dne,cd06
967.43,72.47,old,Grid-50,0.6842985024884312,results/Grid/Ratio_50/50-19-10.dne,cd06
1.45,1006.04,new,Grid-50,,results/Grid/Ratio_50/50-15-7.dne,sbk05
0.13,35.31,new,Grid-50,0.229067,results/Grid/Ratio_50/50-17-5.dne,cw
1.2,0.29,new,Grid-50,0.474714,results/Grid/Ratio_50/50-10-7.dne,sbk05
1.6,1005.25,new,Grid-50,,results/Grid/Ratio_50/50-15-3.dne,sbk05
0.18,332.35,new,Grid-50,0.430762,results/Grid/Ratio_50/50-20-5.dne,cw
0.09,0.21,new,Grid-50,0.675352,results/Grid/Ratio_50/50-12-1.dne,cw
1259.25,41.95,old,Grid-50,0.5622142098062359,results/Grid/Ratio_50/50-19-2.dne,cd06
1.72,1005.69,new,Grid-50,,results/Grid/Ratio_50/50-17-4.dne,d02
1.41,1006.51,new,Grid-50,,results/Grid/Ratio_50/50-17-10.dne,sbk05
7.45,62.5,old,Grid-50,0.4593284,results/Grid/Ratio_50/50-15-10.dne,bklm16
376.94,31.52,old,Grid-50,0.6084569667282873,results/Grid/Ratio_50/50-16-5.dne,d02
0.08,0.05,new,Grid-50,0.694274,results/Grid/Ratio_50/50-10-2.dne,cw
1.62,1005.56,new,Grid-50,,results/Grid/Ratio_50/50-16-3.dne,cd06
0.21,0.38,new,Grid-50,0.611806,results/Grid/Ratio_50/50-12-6.dne,cw
26.95,292.95,old,Grid-50,,results/Grid/Ratio_50/50-15-1.dne,bklm16
1.88,1006.97,new,Grid-50,,results/Grid/Ratio_50/50-19-9.dne,sbk05
70.49,10.23,old,Grid-50,0.43461956893458686,results/Grid/Ratio_50/50-14-7.dne,d02
1.2,1004.97,new,Grid-50,,results/Grid/Ratio_50/50-10-6.dne,cd05
2.76,1.84,old,Grid-50,0.6753512405220244,results/Grid/Ratio_50/50-12-1.dne,cd05
1.89,1005.8,new,Grid-50,,results/Grid/Ratio_50/50-16-4.dne,cd05
1.74,1001.14,old,Grid-50,,results/Grid/Ratio_50/50-19-7.dne,sbk05
1.69,1005.28,new,Grid-50,,results/Grid/Ratio_50/50-15-7.dne,cd05
0.17,357.02,new,Grid-50,0.202628,results/Grid/Ratio_50/50-20-10.dne,cw
2.02,1001.19,new,Grid-50,,results/Grid/Ratio_50/50-18-5.dne,cd05
1.88,988.35,new,Grid-50,0.506133,results/Grid/Ratio_50/50-16-1.dne,d02
18.27,3.89,old,Grid-50,0.15501664639392193,results/Grid/Ratio_50/50-15-4.dne,d02
1.08,0.45,new,Grid-50,0.280401,results/Grid/Ratio_50/50-10-8.dne,d02
549.16,40.79,old,Grid-50,0.5813442926915674,results/Grid/Ratio_50/50-17-1.dne,d02
33.24,307.86,old,Grid-50,,results/Grid/Ratio_50/50-18-8.dne,bklm16
14.21,179.79,old,Grid-50,0.45505,results/Grid/Ratio_50/50-18-6.dne,bklm16
3.86,7.32,old,Grid-50,0.6298355927251894,results/Grid/Ratio_50/50-12-10.dne,cd05
2.22,1004.27,new,Grid-50,,results/Grid/Ratio_50/50-19-6.dne,cd05
1.45,1004.04,old,Grid-50,,results/Grid/Ratio_50/50-16-1.dne,sbk05
621.93,52.8,old,Grid-50,0.9333825015051058,results/Grid/Ratio_50/50-19-4.dne,cd05
0.15,61.96,new,Grid-50,0.721907,results/Grid/Ratio_50/50-19-9.dne,cw
1.39,1005.39,new,Grid-50,,results/Grid/Ratio_50/50-12-10.dne,cd05
2.01,916.9,new,Grid-50,,results/Grid/Ratio_50/50-18-2.dne,sbk05
2.0,1004.87,new,Grid-50,,results/Grid/Ratio_50/50-18-7.dne,cd06
2.35,1006.1,new,Grid-50,,results/Grid/Ratio_50/50-19-3.dne,d02
12.22,86.66,old,Grid-50,0.4346202,results/Grid/Ratio_50/50-14-7.dne,bklm16
1.63,1006.07,new,Grid-50,,results/Grid/Ratio_50/50-17-6.dne,d02
2.39,1.6,old,Grid-50,0.6063532923653341,results/Grid/Ratio_50/50-12-5.dne,cd06
0.13,1005.82,new,Grid-50,,results/Grid/Ratio_50/50-16-1.dne,bklm16
17.42,5.4,old,Grid-50,0.7186449505592203,results/Grid/Ratio_50/50-18-3.dne,cd06
1.13,1005.17,new,Grid-50,,results/Grid/Ratio_50/50-10-5.dne,cd05
1.59,1001.66,new,Grid-50,,results/Grid/Ratio_50/50-15-1.dne,sbk05
2.09,1026.99,old,Grid-50,,results/Grid/Ratio_50/50-14-8.dne,sbk05
1.32,352.88,new,Grid-50,0.622431,results/Grid/Ratio_50/50-14-5.dne,sbk05
4.43,2.43,old,Grid-50,0.6311830662182014,results/Grid/Ratio_50/50-15-2.dne,cd06
1.38,0.86,old,Grid-50,0.5068068,results/Grid/Ratio_50/50-10-6.dne,bklm16
3.36,2.49,old,Grid-50,0.7809365823951346,results/Grid/Ratio_50/50-14-4.dne,cd06
2.52,1004.43,new,Grid-50,,results/Grid/Ratio_50/50-19-5.dne,d02
1.11,0.4,new,Grid-50,0.437354,results/Grid/Ratio_50/50-10-3.dne,sbk05
1.34,1005.16,new,Grid-50,,results/Grid/Ratio_50/50-16-4.dne,sbk05
2.82,3.51,old,Grid-50,0.6118071,results/Grid/Ratio_50/50-12-6.dne,bklm16
1004.53,13.96,old,Grid-50,0.883919760374426,results/Grid/Ratio_50/50-18-10.dne,d02
2.4,1.69,old,Grid-50,0.5301577110433702,results/Grid/Ratio_50/50-10-1.dne,cd05
1.56,1003.35,new,Grid-50,,results/Grid/Ratio_50/50-15-10.dne,sbk05
14.06,4.46,old,Grid-50,0.581650117355937,results/Grid/Ratio_50/50-14-9.dne,cd05
1.76,1257.58,new,Grid-50,,results/Grid/Ratio_50/50-12-3.dne,cd06
621.41,271.3,old,Grid-50,,results/Grid/Ratio_50/50-20-2.dne,bklm16
2.02,1011.13,new,Grid-50,,results/Grid/Ratio_50/50-19-1.dne,d02
2.26,1005.91,new,Grid-50,,results/Grid/Ratio_50/50-20-6.dne,sbk05
1.18,41.63,new,Grid-50,0.518846,results/Grid/Ratio_50/50-10-5.dne,d02
255.32,286.57,old,Grid-50,,results/Grid/Ratio_50/50-20-5.dne,bklm16
0.12,1005.29,new,Grid-50,,results/Grid/Ratio_50/50-20-9.dne,bklm16
66.33,12.93,old,Grid-50,0.3320545143977883,results/Grid/Ratio_50/50-16-2.dne,cd05
214.54,29.09,old,Grid-50,0.5862909802963073,results/Grid/Ratio_50/50-18-5.dne,cd05
0.15,118.64,new,Grid-50,0.623451,results/Grid/Ratio_50/50-19-7.dne,cw
1.21,1005.57,new,Grid-50,,results/Grid/Ratio_50/50-10-3.dne,cd06
1.74,1009.76,new,Grid-50,,results/Grid/Ratio_50/50-16-2.dne,sbk05
1.38,1005.65,new,Grid-50,,results/Grid/Ratio_50/50-14-10.dne,sbk05
0.1,1005.32,new,Grid-50,,results/Grid/Ratio_50/50-16-4.dne,bklm16
124.32,22.95,old,Grid-50,0.5061328124191318,results/Grid/Ratio_50/50-16-1.dne,cd05
1.71,1007.4,new,Grid-50,,results/Grid/Ratio_50/50-16-1.dne,cd05
2.45,1003.45,old,Grid-50,,results/Grid/Ratio_50/50-20-8.dne,sbk05
1.64,1002.91,new,Grid-50,,results/Grid/Ratio_50/50-15-1.dne,cd05
0.12,1011.84,new,Grid-50,,results/Grid/Ratio_50/50-17-9.dne,bklm16
0.1,0.05,new,Grid-50,0.479913,results/Grid/Ratio_50/50-10-9.dne,cw
218.78,288.67,old,Grid-50,,results/Grid/Ratio_50/50-20-9.dne,bklm16
10.62,3.18,old,Grid-50,0.4351957688038674,results/Grid/Ratio_50/50-12-7.dne,d02
886.44,55.24,old,Grid-50,0.18612351885483458,results/Grid/Ratio_50/50-18-4.dne,d02
4.59,15.26,old,Grid-50,0.435197,results/Grid/Ratio_50/50-12-7.dne,bklm16
2.24,1293.85,new,Grid-50,,results/Grid/Ratio_50/50-20-3.dne,sbk05
42.46,9.65,old,Grid-50,0.6776732635842184,results/Grid/Ratio_50/50-16-7.dne,cd05
1.82,1003.74,old,Grid-50,,results/Grid/Ratio_50/50-17-5.dne,sbk05
0.25,1247.39,new,Grid-50,,results/Grid/Ratio_50/50-17-3.dne,bklm16
1.83,1276.88,new,Grid-50,,results/Grid/Ratio_50/50-12-3.dne,cd05
1.65,1002.93,new,Grid-50,,results/Grid/Ratio_50/50-15-9.dne,sbk05
1.35,1002.32,new,Grid-50,,results/Grid/Ratio_50/50-14-6.dne,cd05
0.09,452.81,new,Grid-50,0.58165,results/Grid/Ratio_50/50-14-9.dne,bklm16
0.55,9.05,new,Grid-50,0.781862,results/Grid/Ratio_50/50-14-2.dne,cw
1.13,0.55,new,Grid-50,0.437354,results/Grid/Ratio_50/50-10-3.dne,d02
0.08,0.08,new,Grid-50,0.437354,results/Grid/Ratio_50/50-10-3.dne,cw
2.16,1001.13,new,Grid-50,,results/Grid/Ratio_50/50-18-3.dne,cd05
1.87,1005.69,new,Grid-50,,results/Grid/Ratio_50/50-16-2.dne,cd06
2.16,1004.12,old,Grid-50,,results/Grid/Ratio_50/50-19-1.dne,sbk05
1.78,901.23,new,Grid-50,,results/Grid/Ratio_50/50-12-8.dne,cd06
2.19,1006.11,new,Grid-50,,results/Grid/Ratio_50/50-20-6.dne,d02
1007.2,0.93,old,Grid-50,,results/Grid/Ratio_50/50-20-7.dne,cd06
1.68,1.11,old,Grid-50,0.6116071603918671,results/Grid/Ratio_50/50-10-4.dne,d02
2.25,1003.46,new,Grid-50,,results/Grid/Ratio_50/50-20-9.dne,cd06
75.02,309.3,old,Grid-50,,results/Grid/Ratio_50/50-19-6.dne,bklm16
1.19,1005.41,new,Grid-50,,results/Grid/Ratio_50/50-14-9.dne,sbk05
2.43,1005.12,new,Grid-50,,results/Grid/Ratio_50/50-18-1.dne,cd06
1.81,1001.77,new,Grid-50,,results/Grid/Ratio_50/50-16-5.dne,d02
55.78,10.84,old,Grid-50,0.6084569667282872,results/Grid/Ratio_50/50-16-5.dne,cd05
2.02,1.62,old,Grid-50,0.6942742944311,results/Grid/Ratio_50/50-10-2.dne,cd06
13.91,189.78,old,Grid-50,0.2168358,results/Grid/Ratio_50/50-15-9.dne,bklm16
221.09,33.25,old,Grid-50,0.7894189906536606,results/Grid/Ratio_50/50-17-2.dne,cd06
2.0,11.78,new,Grid-50,0.43462,results/Grid/Ratio_50/50-14-7.dne,d02
3.3,1011.96,new,Grid-50,,results/Grid/Ratio_50/50-17-2.dne,cd06
2.44,1.55,old,Grid-50,0.5494348920402363,results/Grid/Ratio_50/50-12-2.dne,cd06
2.31,1268.0,old,Grid-50,,results/Grid/Ratio_50/50-20-3.dne,sbk05
1008.09,0.95,old,Grid-50,,results/Grid/Ratio_50/50-20-6.dne,cd05
0.16,83.63,new,Grid-50,0.779034,results/Grid/Ratio_50/50-19-5.dne,cw
2.58,1007.02,new,Grid-50,,results/Grid/Ratio_50/50-20-8.dne,cd06
4.63,2.3,old,Grid-50,0.6118065945863462,results/Grid/Ratio_50/50-12-6.dne,d02
765.7,84.36,old,Grid-50,0.7869809975465039,results/Grid/Ratio_50/50-20-6.dne,cd06
1006.92,0.84,old,Grid-50,,results/Grid/Ratio_50/50-19-9.dne,cd05
1.39,1005.93,new,Grid-50,,results/Grid/Ratio_50/50-12-8.dne,cd05
1.21,0.9,new,Grid-50,0.694274,results/Grid/Ratio_50/50-10-2.dne,d02
25.92,6.06,old,Grid-50,0.4526435558190653,results/Grid/Ratio_50/50-17-7.dne,cd06
0.14,41.76,new,Grid-50,0.306813,results/Grid/Ratio_50/50-18-1.dne,cw
257.49,28.74,old,Grid-50,0.17191307805015402,results/Grid/Ratio_50/50-17-8.dne,d02
2.14,1005.63,new,Grid-50,,results/Grid/Ratio_50/50-20-10.dne,d02
9.17,3.13,old,Grid-50,0.6250464373994953,results/Grid/Ratio_50/50-15-7.dne,cd06
90.55,15.41,old,Grid-50,0.18612351885483452,results/Grid/Ratio_50/50-18-4.dne,cd06
1.07,1004.48,old,Grid-50,,results/Grid/Ratio_50/50-10-8.dne,sbk05
1.44,1005.74,old,Grid-50,,results/Grid/Ratio_50/50-14-10.dne,sbk05
1.1,6.53,new,Grid-50,0.914701,results/Grid/Ratio_50/50-10-10.dne,d02
1.86,741.32,new,Grid-50,,results/Grid/Ratio_50/50-14-8.dne,cd06
1.29,1001.77,old,Grid-50,,results/Grid/Ratio_50/50-14-1.dne,sbk05
0.15,78.44,new,Grid-50,0.210849,results/Grid/Ratio_50/50-19-8.dne,cw
0.09,0.29,new,Grid-50,0.605223,results/Grid/Ratio_50/50-12-4.dne,cw
69.27,306.01,old,Grid-50,,results/Grid/Ratio_50/50-19-2.dne,bklm16
0.1,914.86,new,Grid-50,,results/Grid/Ratio_50/50-18-1.dne,bklm16
8.93,2.61,old,Grid-50,0.30500334820789726,results/Grid/Ratio_50/50-14-3.dne,d02
0.13,73.36,new,Grid-50,0.470059,results/Grid/Ratio_50/50-17-10.dne,cw
2.25,4.93,old,Grid-50,0.4647108,results/Grid/Ratio_50/50-12-9.dne,bklm16
1.87,1004.32,old,Grid-50,,results/Grid/Ratio_50/50-19-5.dne,sbk05
0.13,1014.35,new,Grid-50,,results/Grid/Ratio_50/50-20-5.dne,bklm16
2.07,1005.74,new,Grid-50,,results/Grid/Ratio_50/50-19-9.dne,cd05
0.16,112.13,new,Grid-50,0.684298,results/Grid/Ratio_50/50-19-10.dne,cw
1.65,1001.62,new,Grid-50,,results/Grid/Ratio_50/50-16-5.dne,sbk05
0.23,1272.61,new,Grid-50,,results/Grid/Ratio_50/50-14-7.dne,bklm16
2.12,1005.52,new,Grid-50,,results/Grid/Ratio_50/50-18-4.dne,d02
1.08,1005.94,new,Grid-50,,results/Grid/Ratio_50/50-10-5.dne,cd06
256.56,37.27,old,Grid-50,0.7894189906536606,results/Grid/Ratio_50/50-17-2.dne,cd05
15.69,183.21,old,Grid-50,0.3657861,results/Grid/Ratio_50/50-16-4.dne,bklm16
5.43,11.21,old,Grid-50,0.7809391,results/Grid/Ratio_50/50-14-4.dne,bklm16
0.11,1001.19,new,Grid-50,,results/Grid/Ratio_50/50-19-7.dne,bklm16
2.1,1004.97,old,Grid-50,,results/Grid/Ratio_50/50-18-1.dne,sbk05
0.15,152.85,new,Grid-50,0.58629,results/Grid/Ratio_50/50-18-5.dne,cw
1004.52,0.9,old,Grid-50,,results/Grid/Ratio_50/50-19-7.dne,cd05
30.26,281.35,old,Grid-50,,results/Grid/Ratio_50/50-18-7.dne,bklm16
2.17,1263.01,old,Grid-50,,results/Grid/Ratio_50/50-18-8.dne,sbk05
2.12,1002.42,new,Grid-50,,results/Grid/Ratio_50/50-19-7.dne,sbk05
206.07,274.8,old,Grid-50,,results/Grid/Ratio_50/50-20-8.dne,bklm16
0.12,6.91,new,Grid-50,0.625046,results/Grid/Ratio_50/50-15-7.dne,cw
1.52,1001.32,new,Grid-50,,results/Grid/Ratio_50/50-14-2.dne,cd05
1.15,738.36,new,Grid-50,,results/Grid/Ratio_50/50-10-3.dne,cd05
2.1,1002.1,new,Grid-50,,results/Grid/Ratio_50/50-18-6.dne,cd06
1.89,1005.5,new,Grid-50,,results/Grid/Ratio_50/50-16-4.dne,cd06
2.64,6.78,old,Grid-50,0.2487984,results/Grid/Ratio_50/50-12-8.dne,bklm16
0.15,1300.82,new,Grid-50,,results/Grid/Ratio_50/50-12-6.dne,bklm16
1.85,1001.55,new,Grid-50,,results/Grid/Ratio_50/50-17-9.dne,cd05
2.56,1006.5,new,Grid-50,,results/Grid/Ratio_50/50-20-6.dne,cd05
36.26,276.59000000000003,old,Grid-50,,results/Grid/Ratio_50/50-16-2.dne,bklm16
0.1,1004.39,new,Grid-50,,results/Grid/Ratio_50/50-16-6.dne,bklm16
2.27,1003.85,new,Grid-50,,results/Grid/Ratio_50/50-20-1.dne,sbk05
0.17,350.37,new,Grid-50,0.334656,results/Grid/Ratio_50/50-20-2.dne,cw
103.1,18.13,old,Grid-50,0.2545533535872485,results/Grid/Ratio_50/50-18-9.dne,cd06
1.94,1011.08,new,Grid-50,,results/Grid/Ratio_50/50-19-9.dne,d02
80.42,13.52,old,Grid-50,0.2896150116159837,results/Grid/Ratio_50/50-16-10.dne,cd06
1.84,1004.76,old,Grid-50,,results/Grid/Ratio_50/50-19-8.dne,sbk05
1.46,1002.2,new,Grid-50,,results/Grid/Ratio_50/50-14-2.dne,sbk05
511.79,35.16,old,Grid-50,0.6234508945443483,results/Grid/Ratio_50/50-19-7.dne,d02
0.1,1005.01,new,Grid-50,,results/Grid/Ratio_50/50-17-6.dne,bklm16
0.1,1005.08,new,Grid-50,,results/Grid/Ratio_50/50-15-7.dne,bklm16
3.33,7.56,old,Grid-50,0.3705724,results/Grid/Ratio_50/50-12-3.dne,bklm16
0.14,107.08,new,Grid-50,0.166429,results/Grid/Ratio_50/50-17-9.dne,cw
2.01,1001.4,new,Grid-50,,results/Grid/Ratio_50/50-16-7.dne,cd05
1.54,1007.09,new,Grid-50,,results/Grid/Ratio_50/50-18-4.dne,sbk05
27.82,276.23,old,Grid-50,,results/Grid/Ratio_50/50-16-3.dne,bklm16
5.24,2.6,old,Grid-50,0.43461956893458675,results/Grid/Ratio_50/50-14-7.dne,cd05
23.45,279.99,old,Grid-50,,results/Grid/Ratio_50/50-16-1.dne,bklm16
11.92,3.61,old,Grid-50,0.3058947908183207,results/Grid/Ratio_50/50-16-8.dne,cd06
2.4,1234.82,new,Grid-50,,results/Grid/Ratio_50/50-18-8.dne,cd05
10.42,3.71,old,Grid-50,0.3050033482078972,results/Grid/Ratio_50/50-14-3.dne,cd05
95.21000000000001,19.72,old,Grid-50,0.008182377912965545,results/Grid/Ratio_50/50-17-3.dne,cd06
0.09,997.95,new,Grid-50,0.675353,results/Grid/Ratio_50/50-12-1.dne,bklm16
1.43,1006.29,new,Grid-50,,results/Grid/Ratio_50/50-14-10.dne,cd06
1.49,1.19,old,Grid-50,0.5068064177819191,results/Grid/Ratio_50/50-10-6.dne,cd06
5.37,1.93,old,Grid-50,0.30897526235231526,results/Grid/Ratio_50/50-14-10.dne,cd05
1.71,1003.22,old,Grid-50,,results/Grid/Ratio_50/50-15-5.dne,sbk05
1.19,1005.97,new,Grid-50,,results/Grid/Ratio_50/50-10-2.dne,cd06
1.25,1005.14,new,Grid-50,,results/Grid/Ratio_50/50-15-6.dne,sbk05
3.18,738.97,new,Grid-50,0.704072,results/Grid/Ratio_50/50-15-5.dne,d02
1.4,1003.39,new,Grid-50,,results/Grid/Ratio_50/50-14-3.dne,cd06
0.11,1005.04,new,Grid-50,,results/Grid/Ratio_50/50-20-2.dne,bklm16
1006.69,77.2,old,Grid-50,0.46756303423625567,results/Grid/Ratio_50/50-18-7.dne,d02
1.79,1005.87,new,Grid-50,,results/Grid/Ratio_50/50-17-8.dne,sbk05
1006.68,0.92,old,Grid-50,,results/Grid/Ratio_50/50-20-10.dne,d02
2.6,1300.76,new,Grid-50,,results/Grid/Ratio_50/50-20-3.dne,cd05
2.95,1.59,old,Grid-50,0.43519576880386746,results/Grid/Ratio_50/50-12-7.dne,cd06
2.13,1002.07,new,Grid-50,,results/Grid/Ratio_50/50-20-5.dne,sbk05
1006.89,0.89,old,Grid-50,,results/Grid/Ratio_50/50-20-2.dne,cd05
2.02,1.52,old,Grid-50,0.47471358610028047,results/Grid/Ratio_50/50-10-7.dne,d02
1.9,1006.23,new,Grid-50,,results/Grid/Ratio_50/50-16-3.dne,cd05
12.16,3.54,old,Grid-50,0.6224305710996484,results/Grid/Ratio_50/50-14-5.dne,cd06
5.86,2.41,old,Grid-50,0.306237926083002,results/Grid/Ratio_50/50-14-1.dne,cd05
2.93,1.79,old,Grid-50,0.606353292365334,results/Grid/Ratio_50/50-12-5.dne,cd05
1.91,1004.79,new,Grid-50,,results/Grid/Ratio_50/50-16-6.dne,cd05
1.7,1006.39,new,Grid-50,,results/Grid/Ratio_50/50-18-7.dne,sbk05
62.38,9.17,old,Grid-50,0.3058947908183207,results/Grid/Ratio_50/50-16-8.dne,d02
1006.89,12.49,old,Grid-50,0.2896150116159837,results/Grid/Ratio_50/50-16-10.dne,d02
2.19,1013.79,new,Grid-50,,results/Grid/Ratio_50/50-17-1.dne,cd06
2.51,1.56,old,Grid-50,0.4373540582513274,results/Grid/Ratio_50/50-10-3.dne,d02
1009.07,51.58,old,Grid-50,0.9333825015051058,results/Grid/Ratio_50/50-19-4.dne,d02
1.81,1009.55,new,Grid-50,,results/Grid/Ratio_50/50-17-7.dne,cd05
1.45,1001.79,new,Grid-50,,results/Grid/Ratio_50/50-14-3.dne,cd05
1.17,699.43,new,Grid-50,1.26051e+47,results/Grid/Ratio_50/50-10-7.dne,cd06
1.95,1278.4,new,Grid-50,,results/Grid/Ratio_50/50-14-7.dne,cd05
2.44,1002.92,new,Grid-50,,results/Grid/Ratio_50/50-20-9.dne,d02
44.69,6.9,old,Grid-50,0.306237926083002,results/Grid/Ratio_50/50-14-1.dne,d02
5.47,38.18,old,Grid-50,0.3062388,results/Grid/Ratio_50/50-14-1.dne,bklm16
1.72,1291.5,new,Grid-50,,results/Grid/Ratio_50/50-12-3.dne,sbk05
1009.28,10.65,old,Grid-50,0.8697250254567817,results/Grid/Ratio_50/50-18-2.dne,d02
0.16,272.06,new,Grid-50,0.34873,results/Grid/Ratio_50/50-20-8.dne,cw
0.12,3.9,new,Grid-50,0.506133,results/Grid/Ratio_50/50-16-1.dne,cw
0.1,5.75,new,Grid-50,0.58165,results/Grid/Ratio_50/50-14-9.dne,cw
0.12,1001.72,new,Grid-50,,results/Grid/Ratio_50/50-16-7.dne,bklm16
1.58,1236.69,new,Grid-50,,results/Grid/Ratio_50/50-12-6.dne,sbk05
2.21,1001.31,new,Grid-50,,results/Grid/Ratio_50/50-20-4.dne,sbk05
1.67,1008.55,old,Grid-50,,results/Grid/Ratio_50/50-16-8.dne,sbk05
1.95,1010.4,new,Grid-50,,results/Grid/Ratio_50/50-18-3.dne,d02
2.23,1.5,old,Grid-50,0.6753512405220246,results/Grid/Ratio_50/50-12-1.dne,cd06
26.35,280.03,old,Grid-50,,results/Grid/Ratio_50/50-15-3.dne,bklm16
17.55,3.42,old,Grid-50,0.45932531981285857,results/Grid/Ratio_50/50-15-10.dne,d02
0.11,1003.34,new,Grid-50,,results/Grid/Ratio_50/50-15-9.dne,bklm16
2.71,1011.61,new,Grid-50,,results/Grid/Ratio_50/50-20-9.dne,sbk05
2.07,1005.73,new,Grid-50,,results/Grid/Ratio_50/50-20-1.dne,d02
3.01,1.96,old,Grid-50,0.24879898335697637,results/Grid/Ratio_50/50-12-8.dne,cd05
0.11,3.44,new,Grid-50,0.631182,results/Grid/Ratio_50/50-15-2.dne,cw
1.65,1003.15,new,Grid-50,,results/Grid/Ratio_50/50-14-6.dne,cd06
0.21,0.66,new,Grid-50,0.370571,results/Grid/Ratio_50/50-12-3.dne,cw
0.11,1010.12,new,Grid-50,,results/Grid/Ratio_50/50-20-6.dne,bklm16
1007.05,1.36,old,Grid-50,,results/Grid/Ratio_50/50-18-4.dne,cd05
1.5,1007.1,old,Grid-50,,results/Grid/Ratio_50/50-16-6.dne,sbk05
106.14,16.01,old,Grid-50,0.6234508945443482,results/Grid/Ratio_50/50-19-7.dne,cd06
1.78,1001.32,old,Grid-50,,results/Grid/Ratio_50/50-15-1.dne,sbk05
0.12,7.33,new,Grid-50,0.704072,results/Grid/Ratio_50/50-15-5.dne,cw
5.39,2.2,old,Grid-50,0.3484375119170531,results/Grid/Ratio_50/50-14-6.dne,cd06
2.09,1005.67,new,Grid-50,,results/Grid/Ratio_50/50-20-2.dne,d02
2.0,1.42,old,Grid-50,0.6052231705236965,results/Grid/Ratio_50/50-12-4.dne,cd06
1.88,751.14,new,Grid-50,,results/Grid/Ratio_50/50-16-2.dne,cd05
0.11,9.2,new,Grid-50,0.523447,results/Grid/Ratio_50/50-15-8.dne,cw
188.63,20.81,old,Grid-50,0.30681271729150406,results/Grid/Ratio_50/50-18-1.dne,d02
141.77,22.31,old,Grid-50,0.17191307805015404,results/Grid/Ratio_50/50-17-8.dne,cd05
0.11,1001.32,new,Grid-50,,results/Grid/Ratio_50/50-18-5.dne,bklm16
1.83,1.09,old,Grid-50,0.4747135861002806,results/Grid/Ratio_50/50-10-7.dne,cd06
5.86,2.87,old,Grid-50,0.3050033482078973,results/Grid/Ratio_50/50-14-3.dne,cd06
1288.3,1.53,old,Grid-50,,results/Grid/Ratio_50/50-18-8.dne,cd05
1.58,1287.74,new,Grid-50,,results/Grid/Ratio_50/50-10-1.dne,cd05
1.72,1005.47,new,Grid-50,,results/Grid/Ratio_50/50-17-7.dne,d02
0.08,0.04,new,Grid-50,0.518846,results/Grid/Ratio_50/50-10-5.dne,cw
1.11,0.38,new,Grid-50,0.694274,results/Grid/Ratio_50/50-10-2.dne,sbk05
5.03,2.2,old,Grid-50,0.3705716163706332,results/Grid/Ratio_50/50-12-3.dne,d02
0.12,2.32,new,Grid-50,0.305003,results/Grid/Ratio_50/50-14-3.dne,cw
